stopID,entry/update time,stopTime,stopDuration,stopInResponseToCFS,street,intersection,PID,perceivedRace,perceivedDisability,perceivedLimitedEnglish,perceivedAge,perceivedGender,perceivedLgbt,genderNonconforming,contrabandOrEvidenceDiscovered,actionTakens,personSearchGiven,propertySearchGiven,basisForSearch,basisForSearchExplanation,reasonForStop,reasonForStopDetail,reasonForStopExplanation,reaultOfStop
1016,2/15/2021 12:40,2/15/2021 12:12,20,FALSE,fremont ave,lisa lane,1, Middle Eastern or South Asian, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, tinted windows, Citation for infraction
1017,2/15/2021 14:26,2/15/2021 14:20,8,FALSE,Foothill expwy ,Old oak ct,1, White, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 66mph in a 45, Citation for infraction
1018,2/15/2021 14:44,2/15/2021 14:35,6,FALSE,Foothill expwy,El Monte Ave,1, Hispanic/Latino/a, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Obstructed license plate, Warning (verbal or written)
1019,2/15/2021 14:50,2/15/2021 14:49,2,FALSE,Jordan,San Antonio ,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 50mph in 25mph zone.  Canadian citizen., Warning (verbal or written)
1020,2/15/2021 15:37,2/15/2021 15:30,8,FALSE,Foothill expwy,Springer Rd,1, Middle Eastern or South Asian, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 60mph in a 45, Citation for infraction
1021,2/15/2021 16:43,2/15/2021 0:01,5,FALSE,MIRAMONTE AVE,PORTLAND AVE,1, White, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, APPEARED TO BE SPEEDING - PULLED BEHIND THEM AND THEY PULLED OVER BEFORE I ACTIVATED MY LIGHTS, Warning (verbal or written)
1022,2/16/2021 8:31,2/16/2021 7:15,10,FALSE,,Sherwood Ave/San Antonio RD,1, Hispanic/Latino/a, None,FALSE,27,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Vehicle did not have a front license plate displayed., Warning (verbal or written)
1023,2/16/2021 8:51,2/16/2021 8:37,10,FALSE,el monte ave,foothill expressway,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, right brake light out, Warning (verbal or written)
1024,2/16/2021 9:28,2/16/2021 9:14,8,FALSE,covington rd,spencer ,1, Hispanic/Latino/a, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, paper dealer plates, Warning (verbal or written)
1025,2/16/2021 9:56,2/16/2021 9:36,18,FALSE,foothill expessway,el monte ave,1, White, None,FALSE,40,Male,No,FALSE, None, Asked for consent to search person; Handcuffed or flex cuffed; Patrol car detention; Person removed from vehicle by order, true,,, , Traffic Violation, Equipment Violation, third brake light out, Warning (verbal or written)
1026,2/16/2021 10:12,2/16/2021 10:00,10,FALSE,Springer,Fremont,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 64mph in 45mph zone, Citation for infraction
1027,2/16/2021 10:55,2/16/2021 10:40,11,FALSE,Foothill Expressway ,Magdalena,1, White, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 58mph in 35mph zone, Citation for infraction
1028,2/16/2021 11:08,2/16/2021 10:40,5,FALSE,Springer Rd,Fremont Ave,1, Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 50mph in 35, Warning (verbal or written)
1029,2/16/2021 11:10,2/16/2021 11:00,8,FALSE,Foothill Expwy,Springer Rd,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 50mph in a 35, Citation for infraction
1030,2/16/2021 11:23,2/16/2021 11:21,50,FALSE,south drive,grant road,1, White, None,FALSE,50,Male,No,FALSE, Other Contraband or evidence, Asked for consent to search person; Asked for consent to search property; Person photographed; Person removed from vehicle by order; Property was seized; Search of person was conducted; Search of property was conducted, true, true, Condition of parole / probation/ PRCS / mandatory supervision; Consent given, subject was on searchable probation; subject was on searchable probation, Traffic Violation," Non-moving Violation, including Registration Violation", exp reg and cracked front windshield, In-field cite and release; In-field cite and release
1031,2/16/2021 12:40,2/16/2021 10:00,12,FALSE,Magdalena ave,Magdalena ct,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 62 in 35mph zone, Citation for infraction
1032,2/16/2021 12:42,2/16/2021 11:00,12,FALSE,Magdalena ave,Magdalena ct,1, Hispanic/Latino/a, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 55 in 35mph zone, Citation for infraction
1033,2/16/2021 14:32,2/16/2021 14:20,8,FALSE,Altos oaks,Fremont,1, Asian, None,FALSE,65,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 41mph in 25mph zone, Citation for infraction
1034,2/16/2021 14:41,2/16/2021 14:32,8,FALSE,Granger Rd,,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, broken windshield, No Action
1035,2/16/2021 14:52,2/16/2021 14:45,8,FALSE,Altos Oaks,Fremont Ave,1, Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 62mph in a 45, Citation for infraction
1036,2/16/2021 15:28,2/16/2021 15:15,8,FALSE,El Monte ,Highway 280,1, Asian, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, 50mph in 30mph zone.  No front license plate displayed., Citation for infraction
1037,2/16/2021 16:27,2/16/2021 11:23,2,FALSE,eunice ave,grant road,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", tinted windows, Warning (verbal or written)
1038,2/16/2021 20:28,2/16/2021 20:26,4,FALSE,Springer rd,Covington,1, White, None,FALSE,22,Male,Yes,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40 in a 25, Warning (verbal or written)
1039,2/17/2021 8:15,2/17/2021 8:10,10,FALSE,El Camino Real,San Antonio Road,1, White, None,FALSE,40,Male,No,FALSE, None, Person removed from vehicle by order,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired reg, Warning (verbal or written)
1040,2/17/2021 10:04,2/17/2021 9:55,10,FALSE,El Camino Real,Escuela ave,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 53mph in a 35, Citation for infraction
1041,2/17/2021 10:16,2/17/2021 10:15,8,FALSE,El Camino Real,Los Altos Avenue ,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 53mph in 35mph zone, Citation for infraction
1042,2/17/2021 10:31,2/17/2021 10:28,12,FALSE,El Camino real,Los Altos ave,1, Black/African American, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 50 in 35mph zone, Citation for infraction
1043,2/17/2021 10:43,2/17/2021 10:35,8,FALSE,El Camino real,San Antonio rd,1, Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired Registration, Citation for infraction
1044,2/17/2021 10:44,2/17/2021 10:43,9,FALSE,El Camino Real,,1, Hispanic/Latino/a, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 54mph in 35mph zone, Citation for infraction
1045,2/17/2021 11:00,2/17/2021 10:55,6,FALSE,Edith Ave,Third St,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Cell phone use, Warning (verbal or written)
1046,2/17/2021 11:11,2/17/2021 11:00,10,FALSE,El Camino Real,,1, Middle Eastern or South Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 56mph in 35mph zone, Citation for infraction
1047,2/17/2021 11:24,2/17/2021 11:15,8,FALSE,Edith Ave,Third St,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Red Arrow Violation, Citation for infraction
1048,2/17/2021 11:44,2/17/2021 11:40,12,FALSE,El Camino real,Showers,1, White, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 59 in a 35mph zone, Citation for infraction; Warning (verbal or written)
1049,2/17/2021 13:51,2/17/2021 13:45,14,FALSE,Almond ,N clark,1, Asian, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 39 in 25mph zone, Citation for infraction
1050,2/17/2021 13:56,2/17/2021 13:50,8,FALSE,Foothill Expwy,Edith Ave,1, White, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 60mph in 45, Citation for infraction
1051,2/17/2021 13:57,2/17/2021 13:45,10,FALSE,Almond,,1, Asian, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42mph in 25mph zone, Citation for infraction
1052,2/17/2021 14:19,2/17/2021 14:10,6,FALSE,Almond,,1, Middle Eastern or South Asian, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42mph in 25mph zone.  On way to hospital.  Asked twice if paramedics are requested.  Negative., Warning (verbal or written)
1053,2/17/2021 14:42,2/17/2021 14:35,8,FALSE,Foothill Expwy,Springer Rd,1, White, None,FALSE,70,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 63mph in a 45, Citation for infraction
1054,2/17/2021 14:42,2/17/2021 14:40,13,FALSE,Almond,Higins,1, White, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 39 in 25mph zone, Citation for infraction
1055,2/17/2021 15:03,2/17/2021 14:49,10,FALSE,Los Altos Avenue ,,1, White, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 47mph in 25mph zone, Citation for infraction
1056,2/17/2021 15:22,2/17/2021 15:20,15,FALSE,Los Altos ave,Yerba buena,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42 in 25mph zone, Citation for infraction
1057,2/17/2021 15:52,2/17/2021 15:15,10,FALSE,First Street,,1, White, None,FALSE,20,Female,No,FALSE, None, None,,,, , Reasonable Suspicion, Matched suspect description, 415 Road rage incident, Warning (verbal or written)
1057,2/17/2021 15:52,2/17/2021 15:15,10,FALSE,First Street,,2, White, None,FALSE,65,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Other Reasonable Suspicion of a crime, Disturbance road rage, Warning (verbal or written)
1058,2/18/2021 9:46,2/18/2021 9:44,15,FALSE,El Camino real ,Los Altos ave,1, White, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 51 in 35mph zone, Citation for infraction
1059,2/18/2021 10:09,2/18/2021 9:52,12,FALSE,El Camino Real,,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 52mph in 35mph zone, Citation for infraction
1060,2/18/2021 10:40,2/18/2021 10:35,8,FALSE,Covington rd,,1, Pacific Islander, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 62mph in a 35, Citation for infraction
1061,2/18/2021 10:46,2/18/2021 10:33,8,FALSE,Casita,,1, Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Failure to stop at stop sign; casita/ Alicia complaint intersection, Citation for infraction
1062,2/18/2021 11:20,2/18/2021 11:05,10,FALSE,San Antonio ,Almond,1, Middle Eastern or South Asian, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42mph in 25mph zone, Citation for infraction
1063,2/18/2021 16:46,2/18/2021 16:45,5,FALSE,Magdalena Avenue,,1, White, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Cell phone, Warning (verbal or written)
1064,2/19/2021 10:20,2/19/2021 10:10,7,FALSE,cuesta drive,arboleda,1, Hispanic/Latino/a, None,TRUE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, third brake light oout, Warning (verbal or written)
1065,2/19/2021 13:08,2/19/2021 13:06,5,FALSE,fremont ave,dolores ave,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", broken front glass window, Warning (verbal or written)
1066,2/19/2021 13:14,2/19/2021 13:09,3,FALSE,deodara drive,wimbleton,1, White, None,FALSE,75,Male,Yes,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, brake light ut, Warning (verbal or written)
1067,2/19/2021 17:12,2/19/2021 13:08,5,FALSE,escuela ave,latham st,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, speeding and unsafe turn, No Action
1068,2/20/2021 16:54,2/20/2021 16:51,5,FALSE,El Camino Real,Showers Drive,1, White, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", no plates, Warning (verbal or written)
1069,2/20/2021 18:45,2/20/2021 18:43,5,FALSE,el monte ave,280,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 55 in a 35, Warning (verbal or written)
1070,2/20/2021 19:27,2/20/2021 19:24,4,FALSE,foothill expy,vineyard dr,1, Middle Eastern or South Asian, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, one headlight out, Warning (verbal or written)
1071,2/20/2021 20:01,2/20/2021 19:37,8,FALSE,Foothill,St. Joseph,1, Hispanic/Latino/a, None,TRUE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Drive without lights at darkness, Warning (verbal or written)
1072,2/20/2021 20:22,2/20/2021 20:19,4,FALSE,foothill expy,magdalena ave,1, White, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, one headlight out, Warning (verbal or written)
1073,2/20/2021 20:25,2/20/2021 19:18,2,FALSE,El Camino real,Showers,1, Middle Eastern or South Asian, None,FALSE,42,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 45 in a 35, Warning (verbal or written)
1074,2/20/2021 20:52,2/20/2021 20:50,4,FALSE,el monte ave,bay tree lane,1, Middle Eastern or South Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 45 in a 30, Warning (verbal or written)
1075,2/20/2021 21:09,2/20/2021 18:21,7,FALSE,EL MONTE AVE,FOOTHILL EXPRESSWAY,1, Asian, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, CITED FOR ABOVE VIOLATION AND RELEASED, Citation for infraction
1076,2/20/2021 22:09,2/20/2021 22:04,10,FALSE,EL CAMINO REAL,ESCUELA,1, White, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, STOPPED FOR VIOLATION...VEHICLE ALSO CONNECTED IN 20002 CVC IN 2020...SUBJECT ALSO HAD A ELDER ABUSE RESTRAINING ORDER THAT NEEDED SERVICE...SUBJECT WAS ADVISED OF ORDER AND RELEASED, Warning (verbal or written)
1077,2/21/2021 19:08,2/21/2021 18:49,5,FALSE,FOOTHILL EXPRESSWAY,MAGDALENA AVE,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation," DRIVER STOPPED, WARNED AND RELEASED", Warning (verbal or written)
1078,2/21/2021 19:24,2/21/2021 18:11,3,FALSE,Foothill expy,Loyola corners,1, White, None,FALSE,85,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Headlight not working, Warning (verbal or written)
1079,2/21/2021 19:29,2/21/2021 19:27,4,FALSE,miramonte ave,A street,1, White, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", reg exp 11/20, Warning (verbal or written)
1080,2/21/2021 19:35,2/21/2021 19:25,2,FALSE,Fremont,Belleville,1, White, None,FALSE,42,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 43 in a 30, Warning (verbal or written)
1081,2/21/2021 19:38,2/21/2021 14:00,5,FALSE,,Alvarado Ave/ Distel Dr,1, White, None,FALSE,55,Female,No,FALSE, None, None,,,, , Reasonable Suspicion, Matched suspect description, VEHICLES WERE SIMILAR, No Action
1082,2/21/2021 19:43,2/21/2021 19:41,5,FALSE,springer ave,berry ave,1, Asian, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, one headlight out, Warning (verbal or written)
1083,2/21/2021 19:48,2/21/2021 19:47,5,FALSE,W PORTOLA,SAN ANTONIO RD,1, White, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 55 MPH IN A 35 MPH...WARNED AND RELEASED, Warning (verbal or written)
1084,2/21/2021 20:00,2/21/2021 19:48,5,FALSE,SAN ANTONIO RD,LOUCKS,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 55 MPH IN A 35 MPH ZONE...WARNED AND RELEASED, Warning (verbal or written)
1085,2/21/2021 20:11,2/21/2021 20:00,5,FALSE,HIGGINS,EL MONTE,1, Hispanic/Latino/a, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER WARNED AND RELEASED, Warning (verbal or written)
1086,2/21/2021 20:14,2/21/2021 20:12,6,FALSE,Foothill Expwy,Magdalena,1, White, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Drive without lights at darkness, Warning (verbal or written)
1087,2/21/2021 20:19,2/21/2021 20:11,5,FALSE,ALMOND,EL MONTE,1, Hispanic/Latino/a, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40 MPH IN A 25 MPH...DRIVER WARNED AND RELEASED, Warning (verbal or written)
1088,2/21/2021 20:26,2/21/2021 20:23,5,FALSE,Springer rd,Covington,1, Asian, None,TRUE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Stopped passed limit line, Warning (verbal or written)
1089,2/21/2021 20:38,2/21/2021 20:35,12,FALSE,magdalena ave,hillview st,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", reg exp 4/20, Citation for infraction; Citation for infraction
1090,2/21/2021 22:28,2/21/2021 20:19,5,FALSE,BEVERLY,ALMOND,1, White, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 55 MPH IN A 35 MPH...DRIVER WARNED AND RELEASED, Warning (verbal or written)
1091,2/21/2021 22:55,2/21/2021 22:28,5,FALSE,E PORTOLA,SAN ANTONIO RD,1, Hispanic/Latino/a, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 52 MPH IN A 35 MPH...DRIVER WARNED AND RELEASED, Warning (verbal or written)
